No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
67,20120357,Nguyen Duc Minh,Quan,Male,9/12/2002,4547628892019
68,20120359,Nguyen Duc,Quang,Male,25/3/2002,4243804792019
69,20120360,Nguyen Duy,Quang,Female,30/12/2002,4376328772019
70,20120364,Pham Phuoc,Sang,Female,14/7/2002,4423614572019
71,20120365,Le Trung,Son,Male,20/12/2002,4295742982019
72,20120366,Pham Phu Hoang,Son,Female,14/6/2002,4039339972019
73,20120367,Ho Khanh,Tam,Male,16/1/2002,4680458002019
74,20120368,Nguyen Minh,Tam,Male,27/5/2002,4189319362019
75,20120369,Nguyen Thanh,Tan,Female,1/12/2002,4484810572019
76,20120370,Trieu Quoc,Thai,Female,16/11/2002,3857110032019
77,20120371,Vo Minh,Thai,Female,31/12/2002,3975412742019
78,20120373,Le Truong Kinh,Thanh,Male,15/9/2002,4623083192019
79,20120375,Cao Thi Phuong,Thao,Male,24/4/2002,3982519822019
80,20120376,Tran Van,That,Male,29/5/2002,3758453182019
81,20120380,Nguyen Phuc,Thuan,Male,16/4/2002,3868349462019
82,20120382,Hoang Thu,Thuy,Male,11/1/2002,4264460242019
83,20120383,Nguyen Duc,Tien,Female,14/1/2002,4575018352019
84,20120385,Tran Hoang,Tin,Male,8/3/2002,4375898572019
85,20120386,Le Phuoc,Toan,Female,23/10/2002,4172526902019
86,20120388,Nguyen Huynh Ngoc,Tram,Male,22/6/2002,4367375862019
87,20120389,Nguyen Thi Bich,Tram,Female,25/6/2002,4459403182019
88,20120390,Vo Huu,Trong,Male,7/2/2002,3990077252019
89,20120391,Ha Xuan,Truong,Female,5/9/2002,4257339902019
90,20120392,Pham Thuy Bich,Truyen,Female,2/2/2002,4010955552019
91,20120393,Huynh Minh,Tu,Male,17/1/2002,3889565312019
92,20120394,Do Nguyen Dinh,Tuan,Female,9/5/2002,4136168262019
93,20120395,Nguyen Anh,Tuan,Female,22/7/2002,4400232612019
94,20120396,Tran Anh,Tuan,Male,7/5/2002,4485678442019
95,20120397,Bui Quang,Tung,Male,16/1/2002,4489396402019
96,20120398,Bui Thanh,Tung,Male,5/9/2002,3741701012019
97,20120399,Dang Vo Hoang Kim,Tuyen,Female,13/10/2002,4300328592019
98,20120401,Nguyen Duc,Viet,Male,5/10/2002,4308604002019
99,20120402,Nguyen Hoang,Viet,Male,2/1/2002,4358348542019
100,20120405,Nguyen Long,Vu,Male,24/2/2002,4570877742019
101,20120406,Pham Quoc,Vuong,Male,19/3/2002,4311695572019
102,20120408,Do Tan,Tai,Male,14/5/2002,4295181062019
103,20120409,Tran Thanh,Tung,Male,22/11/2002,4197774132019
104,20120412,Nguyen Quang,Binh,Female,12/5/2002,4507224082019
