No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
35,20120189,Huynh Pham Dan,Thanh,Female,10/7/2002,4418421152018
36,20120191,Vo Thi Phuoc,Thao,Female,2/4/2002,4394907072018
37,20120192,Lam Duy,Thien,Male,25/4/2002,4704173842018
38,20120193,Tran Huu Nam,Thien,Female,7/2/2002,4301306202018
39,20120194,Nguyen Huu,Thien,Male,15/10/2002,4087337562018
40,20120195,Tran Hoai,Thien,Male,24/10/2002,4508275282018
41,20120196,Mai Cuong,Thinh,Male,25/11/2002,4466484362018
42,20120197,Nguyen Huynh Phu,Thinh,Male,19/10/2002,4251740942018
43,20120199,Tran Huynh Xuan,Thinh,Female,13/8/2002,4613656422018
44,20120200,Le Chau Huu,Tho,Female,31/5/2002,4593941682018
45,20120201,Pham Gia,Thong,Male,11/4/2002,4024257852018
46,20120204,Duong Le Dinh,Thuan,Male,29/3/2002,4500087292018
47,20120205,Le Dong,Thuc,Male,3/6/2002,4502585082018
48,20120206,Nguyen Ngoc,Thuy,Female,8/8/2002,4100372462018
49,20120209,Nguyen Nhat,Tien,Male,8/11/2002,4488045142018
50,20120210,Tran Thi Kim,Tien,Female,3/7/2002,4243574192018
51,20120212,Nguyen Hoang,Tin,Female,22/11/2002,4657584392018
52,20120215,Tran Minh,Toan,Female,27/9/2002,4666435352018
53,20120217,Le Minh,Tri,Male,4/12/2002,4366182012018
54,20120218,Nguyen Dinh,Tri,Female,4/9/2002,4163955332018
55,20120219,Nguyen Minh,Tri,Female,26/11/2002,4628965502018
56,20120220,Thai Minh,Tri,Female,16/3/2002,4280751102018
57,20120221,Tran Trong,Tri,Female,27/10/2002,4637325822018
58,20120222,La Thanh,Triet,Male,21/4/2002,4161696332018
59,20120223,Thai Minh,Triet,Female,2/2/2002,4296665322018
60,20120224,Tran Thi My,Trinh,Male,7/12/2002,4063655902018
61,20120227,Ton Cao Thien,Trung,Female,28/8/2002,4711308452018
62,20120228,Tran Quoc,Trung,Female,20/6/2002,4686182812018
63,20120229,Nguyen Nhat,Truong,Female,20/7/2002,4337207012018
64,20120230,Pham Duy,Truong,Female,14/12/2002,4473394672018
65,20120231,Phan Huy,Truong,Male,20/10/2002,4437891262018
66,20120232,Vo Duy,Truong,Male,16/6/2002,4120075472018
67,20120234,Ngo Nguyen Quang,Tu,Female,27/10/2002,3842110592018
68,20120236,Pham Tan Anh,Vu,Female,6/9/2002,4124752842018
69,20120237,Ha Nguyen Thao,Vy,Male,29/11/2002,3942853602018
70,20120238,Nguyen Ngoc Khanh,Vy,Male,27/4/2002,4158701482018
71,20120239,Thai Mai Khanh,Vy,Female,6/5/2002,4325246912018
72,20120240,Duong Thi,An,Male,12/2/2002,4603056862018
73,20120242,Nguyen Phuc,An,Female,22/12/2002,4217902822018
74,20120244,Hoang Tuan,Anh,Female,30/9/2002,3977963402018
75,20120245,Luu Nguyen Tien,Anh,Female,27/6/2002,4174082372018
76,20120246,Nguyen Hoang,Anh,Male,19/12/2002,4390059012018
77,20120247,Nguyen Phuong,Anh,Female,25/6/2002,4700383572018
78,20120248,Nguyen The,Anh,Female,21/1/2002,4455999232018
79,20120249,Nguyen Thi Tuyet,Anh,Male,8/6/2002,4345125052018
80,20120250,Tran Bao,Anh,Female,1/1/2002,4692081672018
81,20120251,Tran Duc,Anh,Female,21/10/2002,3794095762018
82,20120252,Pham Hong,Anh,Male,22/3/2002,3894238352018
83,20120253,Ly,Bang,Female,11/4/2002,4133236022018
84,20120255,Pham Mai Thien,Bao,Male,21/1/2002,3721142972018
85,20120256,Le Thua Phuong,Cat,Male,19/2/2002,4696566502018
86,20120257,Dinh Hoang Bao,Chau,Male,7/8/2002,4204283792018
87,20120258,Lam Quoc,Chung,Female,24/11/2002,4012285732018
88,20120259,Nguyen Van,Chung,Female,18/8/2002,4681467352018
89,20120260,Phan Tan Hoan,Cuong,Female,11/11/2002,3832483152018
90,20120261,Hoang Manh,Cuong,Female,27/9/2002,4176355992018
91,20120262,Khuc Khanh,Dang,Female,2/9/2002,4326361992018
92,20120263,Pham Vo Hai,Dang,Female,12/9/2002,4186297762018
93,20120264,Tran Hai,Dang,Male,6/6/2002,4487841282018
94,20120265,Bui Tien,Dat,Male,27/3/2002,3935284352018
95,20120266,Huynh Tien,Dat,Female,10/7/2002,4018525992018
96,20120267,Nguyen Tien,Dat,Male,23/7/2002,4420713812018
97,20120268,Phan Duong Quoc,Dat,Female,29/1/2002,4673627242018
98,20120269,Vo Van Minh,Doan,Male,20/8/2002,3865852542018
99,20120270,Cao Tan,Duc,Female,27/1/2002,4540094972018
100,20120273,Bui Hong,Duong,Male,28/4/2002,3817616532018
101,20120274,Nguyen Linh Dang,Duong,Male,24/9/2002,4476122872018
102,20120275,Bui Khanh,Duy,Male,2/6/2002,3866241032018
103,20120276,Ngo Thanh,Duy,Female,31/1/2002,3924777362018
104,20120277,Tran Dai Quang,Duy,Female,20/8/2002,4257776212018
