No,Student ID,Last name,First name,Gender,Date of Birth,Social ID,Academic year
77,20120101,Du Quoc,Huy,Male,21/11/2002,4387924662018
78,20120102,Du Thanh,Huy,Male,28/2/2002,4078764092018
79,20120105,Le Hoang,Huy,Male,26/8/2002,4363759442018
80,20120107,Pham Duc,Huy,Female,5/4/2002,4314070892018
81,20120109,Truong Ngoc,Huy,Female,14/6/2002,4382150362018
82,20120113,Le Nguyen,Khang,Female,21/4/2002,4268664902018
83,20120115,Nguyen Dang Nam,Khanh,Female,28/3/2002,3803201602018
84,20120116,Pham Le Quoc,Khanh,Male,2/2/2002,4113833772018
85,20120117,Pham Nguyen Khanh,Minh,Male,23/8/2002,4619629482018
86,20120118,Nguyen Anh,Khoa,Male,30/10/2002,4682671662018
87,20120120,Nguyen Viet,Khoa,Male,27/9/2002,3947825432018
88,20120121,Pham Nhat Anh,Khoa,Male,25/1/2002,3927996032018
89,20120125,Bui Anh,Kiet,Male,15/12/2002,4039141072018
90,20120127,Tran Minh Tuan,Kiet,Female,26/1/2002,4097756382018
91,20120128,Nguyen Thi Cam,Lai,Male,30/3/2002,4601066282018
92,20120130,Dinh Thi Hoang,Linh,Male,15/12/2002,3980659922018
93,20120131,Nguyen Van,Loc,Female,9/6/2002,3943952472018
94,20120132,Nguyen Tuan,Minh,Male,25/10/2002,3913451482018
95,20120133,Pham Le Hoai,Minh,Female,2/12/2002,3994096372018
96,20120134,Tran Nguyen Khai,Minh,Male,21/12/2002,4224224382018
97,20120136,Huynh Tuan,Nam,Male,7/11/2002,4458869942018
98,20120138,Le Thanh,Nam,Female,19/6/2002,4450555972018
99,20120139,Mai Nhat,Nam,Female,5/8/2002,3808353452018
100,20120140,Nguyen Dang,Nam,Male,29/11/2002,3946227942018
101,20120141,Tran Hoang Phuong,Nam,Male,25/4/2002,4270676512018
102,20120142,Phan Thi Kim,Ngan,Female,29/5/2002,4057430022018
103,20120144,Le Chi,Nghia,Female,30/1/2002,4208438382018
104,20120145,Duong Yen,Ngoc,Female,23/8/2002,3809098742018
